title,year,genres,cast,synopsis
Little Boy,2015.0,"['Comedy', 'Drama', 'War']",,"Alors que son père vient de partir pour la Deuxième guerre mondiale, Pepper, petit garçon de huit ans, reste inconsolable. Avec la naïveté de son âge, il est prêt à tout pour faire revenir son père coûte que coûte."
A Dangerous Method,2011.0,"['Drama', 'Thriller']",,"Sabina Spielrein est une jeune femme souffrant d'hystérie. Elle est alors soignée par le psychanalyste Carl Jung, dont elle devient rapidement la maîtresse. Cette relation se complique fortement lorsque Sabina entre en contact avec un autre psychanalyste, Sigmund Freud. À partir de là, les rapports entre Jung et Freud se développent de la séduction mutuelle initiale jusqu'à la rupture."
A Scanner Darkly,2006.0,"['Animation', 'Science Fiction', 'Thriller']",,"Une banlieue d'Orange County, en Californie, en 2013. L'interminable et vain combat de l'Amérique contre la drogue se confond désormais avec sa guerre contre le terrorisme. Le policier Bob Arctor, spécialiste réticent des missions d'infiltration, est contraint de jouer les taupes auprès de ses amis Jim Barris, Ernie Luckman, Donna Hawthorne et Charles Freck. Lorsqu'il reçoit l'ordre de s'espionner lui-même, Arctor entame une inexorable descente dans l'absurde et la paranoïa, où loyautés et identités deviennent indéchiffrables."
Chasing Mavericks,2012.0,['Drama'],,"L'histoire vraie du prodige du surf Jay Moriarity. Lorsque, à 15 ans, Jay découvre que le mythique spot de Mavericks, où se forme l'une des plus grosses vagues du monde, se situe près de chez lui à Santa Cruz, l'adolescent fait appel à Frosty Hesson, une légende locale, afin de l'aider à s'y mesurer. Alors qu'ils se préparent à réaliser l'exploit de dompter l'une des plus dangereuses vagues qui soit, une amitié unique se noue entre Jay et Frosty, qui va transformer leur vie bien au-delà du domaine du surf."
Alone in the Dark,2005.0,"['Action', 'Fantasy', 'Horror', 'Thriller']",,"Les aventures du détective Edward Carnby parti sur l'île de Shadow Island pour enquêter sur le meurtre d'un ami. Sur place, il fera équipe avec une anthropologiste se nommant Aline Cedrac et sera poursuivi par des créatures de l'ombre."
Bandslam,2009.0,"['Comedy', 'Drama', 'Family', 'Music']",,"A peine arrivé dans son nouveau lycée, Will Burton découvre que les étudiants ne sont intéressés que par une seule chose: une compétition musicale entre tous les lycées de la région où le meilleur groupe de rock gagne un contrat avec une maison de disque. Sympathisant avec la timide et studieuse Sam, Will se retrouve malgré lui manager d'un groupe comportant tous les bras cassés du lycée. Encadré par la force tranquille de Sam ainsi que l'énergie de Charlotte, la bombe du lycée séduite par sa connaissance encyclopédique de la musique, il va réussir à transformer ces loosers en véritable groupe de rock. Contre toutes attentes, leur groupe parvient à intégrer la compétition et va affronter le groupe favori lors d'une finale où tous les coups sont permis."
Birth,2004.0,"['Drama', 'Mystery', 'Thriller']",,"Il aura fallu des années pour qu'Anna se remette de la mort de son mari Sean. Aujourd'hui, elle est redevenue une femme heureuse, amoureuse. Elle a rencontré Joseph et s'apprête à l'épouser. Tout va pour le mieux, jusqu'à ce qu'elle rencontre un garçon de dix ans, qui, par le plus effrayant des mystères, semble se souvenir de tout ce qu'elle et Sean ont vécu…"
A Most Violent Year,2014.0,"['Crime', 'Drama', 'Thriller']",,"New York, 1981. L'année la plus violente qu'ait connu la ville. Le destin d'un immigré qui tente de se faire une place dans le business du pétrole. Son ambition se heurte à la corruption, la violence galopante et à la dépravation de l'époque qui menacent de détruire tout ce que lui et sa famille ont construit."
Passchendaele,2008.0,"['Drama', 'Romance', 'War', 'History']",,"1917, blessé lors des combats en Europe, le sergent Michael Dunne est rapatrié au Canada. À l’hôpital, il rencontre Sarah, une jeune infirmière dont il tombe amoureux. Lorsque le jeune frère de Sarah, s’enrôle pour combattre, Michael repart au front pour le protéger. Comme des milliers d’autres soldats, ils vont prendre part à la terrible bataille de Passchendaele."
Flash of Genius,2008.0,['Drama'],,"D'après la véritable histoire de Robert Kearns, professeur et inventeur à ses heures perdues, Un éclair de génie narre la longue bataille de cet ingénieur contre l'industrie automobile américaine pour la reconnaissance de son invention.Lorsque Bob invente un accessoire qui pourrait être utilisé sur toutes les voitures du monde, les Kearn, famille soudée du Mid West, espèrent enfin faire fortune. Mais leurs illusions sont vite détruites lorsque les géants de l'automobile, qui ont adopté à l'unanimité l'invention de Kearn, refusent de reconnaître qu'il en est le créateur."
I'm Not There.,2007.0,"['Drama', 'Music']",,"Un voyage à travers les âges de la vie de Bob Dylan. Six acteurs incarnent Dylan tel un kaléïdoscope de personnages changeants : poète, prophète, hors-la-loi, imposteur, comédien, martyr et ""Born Again"". Ils participent tous à l'esquisse d'un portrait de cette icône américaine définitivement insaisissable."
The Cold Light of Day,2012.0,"['Action', 'Thriller']",,"Will Shaw part pour l’Espagne rejoindre sa famille en vacances, mais les retrouvailles sont de courte durée : après s’être absenté quelques instants, il retrouve le bateau familial vide et ses proches volatilisés ! Abasourdi, Will découvre que son père est en réalité un agent de la CIA impliqué dans la disparition de documents importants.  Sa famille prise en otage par une organisation nébuleuse, Will va se retrouver entraîné dans une course contre la montre périlleuse pour retrouver ces mystérieux documents et sauver ses proches."
The Brothers Bloom,2008.0,"['Adventure', 'Comedy', 'Drama', 'Romance']",,"Deux frères sont spécialisés dans les arnaques de haut vol. Rien n'est impossible pour eux et les mises en scène sont toutes plus spectaculaires les unes que les autres. Lorsqu'ils s'attaquent à une riche héritière excentrique, ils ne se doutent pas qu'ils vont avoir à faire à une charmante manipulatrice qui cache bien son jeu."
"Synecdoche, New York",2008.0,['Drama'],,"Caden Cotard, metteur en scène de théâtre, est en train de monter une nouvelle pièce. Mais travailler pour un public de petits vieux dans un obscur théâtre d’une banlieue de New York lui paraît bien terne. Il est de plus miné par des problèmes familiaux et relationnels et rongé par une mystérieuse maladie qui s’attaque à son système nerveux. Pressé par la peur de mourir prématurément, Caden décide alors de tout quitter. Aspirant à créer une œuvre d’une intégrité absolue, il rassemble quelques comédiens dans un entrepôt de New York. Il les met en scène dans une célébration de l’ordinaire, demandant à chacun de vivre une vie artificielle dans une maquette de la ville."
Princess Mononoke,1997.0,"['Adventure', 'Fantasy', 'Animation']",,"Parti en quête d'un remède, un prince affecté par un mal fatal se retrouve dans une contrée où se livre une bataille entre une ville minière et les animaux de la forêt."
Bon voyage,2003.0,"['Comedy', 'Drama', 'Foreign']",,"En juin 1940, à l'hôtel Splendid de Bordeaux sont réunis ministres, journalistes, grands bourgeois, demi-mondaines et espions de tous bords. Là, un jeune homme devra choisir entre une célèbre actrice et une étudiante passionnée, entre les politiques et les voyous, entre l'insouciance et l'âge adulte."
Can't Stop the Music,1980.0,"['Comedy', 'Music']",,Film sur les Village People filmées dans un style documentaire.
The Proposition,2005.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'Western']",,"Dans l'arrière-pays australien, à la fin du XIXème siècle, deux hommes situés aux deux extrémités de la loi passent un marché secret et décisif... Le Capitaine Stanley s'est juré de ""civiliser"" le pays sauvage australien. Ses hommes ont capturé deux des quatre frères du gang Burns : Charlie et Mike. Les bandits ont été jugés responsables de l'attaque de la ferme Hopkins et de l'assassinat de toute une famille. Arthur, le plus âgé des frères Burns et chef du gang, s'est réfugié dans la montagne. Le capitaine Stanley propose alors un marché à Charlie : retrouver son frère aîné en échange de son pardon, et de la vie sauve pour le jeune Mike. Charlie n'a que neuf jours pour s'exécuter..."
My All American,2015.0,['Drama'],,"L’histoire vraie de Freddie Steinmark, star du football dans son collège, qui se voit diagnostiquer un cancer après avoir remporté le titre national de 1969."
Marci X,2003.0,['Comedy'],,"Une jeune femme juive hérite d'une maison de disques. Elle reprend le contrôle de la compagnie et tente de calmer le jeu à propos d'une polémique entourant la chanson d'un de ses artistes, un rappeur qui se fait appeler Dr. Snatchcatcher. Elle tombera amoureuse de ce dernier."
Equilibrium,2002.0,"['Action', 'Science Fiction', 'Thriller']",,"Dans les années 2070, dans la citadelle de Libria, les émotions n'existent plus, supprimées par l'absorption quotidienne de Prozium. Cette drogue anti-anxiété rend les gens plus heureux et plus productifs. Les individus ont ainsi accepté de mettre de côté leur liberté pour vivre en harmonie avec leur dirigeant spirituel connu sous le nom de Père. Les personnes qui refusent de prendre leur dose sont considérées comme des rebelles et vivent en retrait de la ville. S'ils sont pris à jeun, c'est la peine de mort assurée. John Preston travaille au service de Père et applique la loi à la lettre. Un jour, celui-ci brise le flacon de sa dose et n'a pas le temps de s'en procurer une de rechange. Il est alors submergé par toute une gamme d'émotions. Victime d'un revirement spirituel qui le confronte à ses supérieurs hiérarchiques, il mène l'enquête sur ce nouvel état de vie."
The Children of Huang Shi,2008.0,"['Drama', 'War']",,"Les Orphelins de Huang Shi nous entraîne dans la Chine des années 30 alors ravagée par la guerre, et raconte l'incroyable aventure d'un jeune journaliste anglais, d'une infirmière américaine et du chef d'un groupe de partisans chinois qui vont unir leurs efforts pour sauver 60 orphelins. Ensemble, ils vont parcourir plus d'un millier de kilomètres à travers les contrées les plus hostiles, des sommets enneigés aux déserts impitoyables, pour atteindre un village où les enfants pourront enfin vivre en sécurité. Surmontant tous les obstacles, leur épopée va les conduire à découvrir le sens absolu du sacrifice, de la responsabilité et du courage."
The Yards,2000.0,"['Drama', 'Action', 'Thriller', 'Crime']",,"À sa sortie de prison, Leo Handler revient chez lui avec un seul but : rester dans le droit chemin. Il trouve du travail chez son oncle Franck, patron de l'Electric Rail Corporation, qui règne sur le métro dans le Queens. Son ami de toujours, Willie, l'initie aux méthodes de la société. Leo découvre la face cachée des florissantes opérations de son oncle. Témoin de chantage, corruption, sabotage et même meurtre, il est au centre d'une situation explosive : il détient un secret qui fait de lui la cible de la plus impitoyable famille de la ville… La sienne."
The Oogieloves in the Big Balloon Adventure,2012.0,['Family'],,"It's Schluufy's birthday, and the Oogieloves, along with their friends J. Edgar, Windy Window and Ruffy, are organizing a party. (Shh! It's a secret.) Everything is going along just perfectly until J. Edgar trips and loses the last five magical balloons in all of Lovelyloveville--OH NO! The Oogiloves set out to find the magical balloons in time to save their friend's party. Along the way, they meet some very interesting characters indeed, including Dotty Rounder, Bobby Wobbly, Milky Marvin, Rosalie Rosebud and Lola and Lero Sombero. Can these new friends help them recover the magical balloons and get back to the cottage in time to celebrate Schluufy's surprise birthday?"
By the Sea,2015.0,"['Drama', 'Romance']",,"Roland et Vanessa, un couple d'américains, arrivent sur la Côte d'Azur et décident de louer une magnifique villa avec vue sur la mer. Ils sont beaux, riches et tout leur réussit. Et pourtant rien ne va plus, leur couple est en train de se déliter. Ils font la connaissance de Léa et François, des jeunes mariés en vacances. Roland, qui est écrivain, tente de trouver l'inspiration en se baladant dans les rues du village, tandis que Vanessa tue son ennui sur la terrasse de la villa. Un jour, Vanessa aperçoit un trou dans le mur, regarde et découvre quelque chose qu'elle n'aurait pas dû voir. La crise dans le couple atteint alors son paroxysme…"
Steamboy,2004.0,"['Animation', 'Fantasy', 'Science Fiction']",,"Dans une Angleterre uchronique, au XIXe siècle, Ray Steam est le fils de Edward et petit-fils de Lloyd, deux scientifiques inventeurs de machines à vapeur. Ils ne sont pas réapparus depuis plusieurs mois après leur départ pour l'Amérique, lorsqu'un colis contenant une boule métallique (la steamball) parvient au domicile de Ray et sa mère. Mais, deux hommes de la Fondation O'Hara qui financent les recherches des deux paternels, veulent s'en emparer..."
The Game of Their Lives,2005.0,['Drama'],,"L'histoire de l'équipe de football américaine composée essentiellement d'amateurs, qui avait battu l'équipe d'Angleterre lors de la Coupe du monde en 1950."
All Good Things,2010.0,"['Drama', 'Mystery', 'Thriller', 'Crime', 'Romance']",,"New York, dans les années 1980. David, descendant d'une grand dynastie immobilière, tombe fou amoureux de Katie, une jeune fille aux valeurs simples. Ils filent le parfait amour, jusqu'au jour où le comportement de David change..."
Rapa Nui,1994.0,['Adventure'],,"Rapa Nui est le nom de l'île la plus isolée du Pacifique Sud, découverte en 1722 par un navigateur hollandais et qui a abrité l'une des cultures les plus avancées de notre Histoire. Ce dernier donna à sa trouvaille le nom d'Île de Pâques. Mais les indigènes lui préfèrent toujours celui de Rapa Nui."
CJ7,2008.0,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']",,"La vie d'un modeste travailleur chinois est bouleversée lorsque son fils devient le possesseur d'un jouet pour le moins étrange. Le jouet en question, une drôle de peluche, s'avère en effet être une créature extraterrestre qui va leur fait vivre de drôles d'aventures."
The Visitors II: The Corridors of Time,1998.0,"['Comedy', 'Fantasy']",,"Un coup de théâtre interrompt les préparatifs du mariage de Godefroy de Montmirail et de Frénégonde de Pouille. On vient de dérober au duc, le père de Frénégonde, la dentelette de Sainte-Rolande, relique sacrée qui assure fécondité aux femmes de la famille de Pouille ainsi que tous ses bijoux. Ce sont Jacquouille et Ginette qui ont fait ce larcin et sont partis dans le présent. Il ne reste plus qu'une solution à Godefroy s'il veut réaliser son mariage et assurer sa descendance : repartir dans le présent, récupérer les bijoux, la dentelette et Jacquouille la fripouille."
Dylan Dog: Dead of Night,2011.0,"['Action', 'Comedy', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",,"La Nouvelle Orléans abrite un secret : la ville est aux mains de communautés de monstres qui vivent cachés parmi nous. Loups Garous, Vampires, Zombies partagent clandestinement notre quotidien. Vêtu de sa mythique chemise rouge, et armé de son arsenal à balles d’argent, Dylan Dog est le gardien de ces forces obscures et veille à maintenir l’équilibre entre les communautés. Jusqu’au jour où une série de meurtres ensanglante la ville et menace de déclencher une guerre des monstres..."
People I Know,2002.0,"['Drama', 'Thriller']",,"Eli Wurman, un publiciste idéaliste et blasé, décide d'organiser une grande soirée de charité, dont les bénéfices seront versés à des Nigérians qui se trouvent derrière les barreaux depuis des mois. Ceux-ci sont dans l'attente d'un procès pour vente de drogue à des mineurs. Cependant, Nick Berman, le maire de New York, prévoit de les renvoyer dans leur pays sans qu'ils aient pu se défendre.A la veille de la réception, Cary Launer, un de ses clients, lui demande d'accompagner à l'aéroport Jilli Hopper, une actrice et mannequin au passé sulfureux. Eli se plie à ses exigences, et ce, même si le moment est des plus mal choisi. Depuis quelque temps, celui-ci est en effet dépendant à certaines pilules. Lorsqu'il arrive à la chambre de Jilli et emprunte ses toilettes pour retrouver ses esprits, une silhouette fait irruption dans l'appartement et assassine la jeune femme..."
The Tempest,2010.0,"['Drama', 'Fantasy']",,"L'adaptation de la pièce éponyme de Shakespeare. La sorcière Prospera vit sur une île en compagnie de sa fille Miranda. Grâce à la magie, elle est maître d'Ariel, esprit positif de l'air et du souffle de vie et de Caliban, être négatif symbolisant la terre, la violence et la mort. Avec leur aide, elle va faire subir à des naufragés diverses épreuves…"
Regression,2015.0,"['Horror', 'Mystery', 'Thriller']",,"Minnesota, 1990. L'inspecteur Bruce Kenner enquête sur un crime révoltant dont la jeune Angela accuse son père, John Gray. Lorsque John avoue sa culpabilité de façon tout à fait inattendue et sans garder le moindre souvenir des faits, le docteur Raines, un célèbre psychologue, est appelé à la rescousse. Il va devoir aider John à retrouver la mémoire, mais ce qu'ils vont découvrir cache un terrifiant mystère qui concerne le pays tout entier…"
Three Kingdoms: Resurrection of the Dragon,2008.0,"['Action', 'History', 'Drama']",,"Alors que la guerre civile fait rage en Chine, un homme du peuple, Zhao, décide de prendre les armes pour contrer les attaques de Cao Cao, le seigneur du Royaume de Wei. A la tête d’une véritable armée, Zhao se découvre une âme de guerrier et aligne les prouesses dignes des plus grands héros. Cependant, courage et sens de l’honneur n’empêchent pas les conflits de perdurer. Accompagné de quatre généraux envoyés en renfort par le Royaume de Shu, Zhao va livrer sa plus grande bataille."
Butterfly on a Wheel,2007.0,"['Crime', 'Drama', 'Thriller']",,"La vie de Neil et Abby Warner est à tous points de vue parfaite : un couple idyllique, une adorable petite fille, une maison magnifique... Mais tout bascule lorsque leur fille est enlevée. Ils se rendent alors vite compte que le kidnappeur n'en veut pas à leur argent. Il cherche à les détruire en les confrontant au pire des dilemmes : tuer un innocent s'ils veulent sauver leur enfant..."
Zambezia,2012.0,"['Comedy', 'Animation', 'Adventure', 'Family']",,"C’est l’histoire de Kai, un jeune faucon naïf mais plein d’entrain, qui se rend à Zambezia, une ville animée peuplée d’oiseaux et située au bord des majestueuses chutes Victoria. Kai y découvre la vérité sur ses origines et, participant à la défense de la ville, il apprend à faire partie de la communauté."
Ramanujan,2014.0,"['Drama', 'History']",,A prodigious Indian mathematician has to overcome poverty and prejudices and make a mark with the help of his British mentor.
Dwegons,2014.0,['Animation'],,"Family inherits an old house and to their surprise, finds the home filled with wonderful colorful creatures that brings the family together."
Hands of Stone,2016.0,['Drama'],,Retour sur la carrière du boxeur panaméen Roberto Duràn.
Survivor,2015.0,['Thriller'],,"Une employée du Département d’État américain, mutée à l’ambassade de Londres, voit tous ses collègues mourir dans un attentat. Devenue la cible de tueurs et accusée de crimes qu'elle n'a pas commis, elle se lance dans une folle cavale..."
The Frozen Ground,2013.0,"['Thriller', 'Crime']",,"Aux yeux de tous, Robert Hansen est un homme respecté et un père de famille attentionné. Ce que tout le monde ignore en revanche, c'est que Robert Hansen, depuis 12 ans, kidnappe des jeunes femmes et abuse d'elles avant de les lâcher en pleine nature pour les chasser et les abattre comme des vulgaires proies. Lorsque Cindy, une de ses victimes, parvient à lui échapper, elle se tourne vers l'inspecteur Halcombe. Ce dernier, faute de preuves, va devoir faire l'impossible pour tenter de coincer le redoutable tueur en série…"
The Painted Veil,2006.0,"['Drama', 'Romance']",,"Londres, 1920. Après un mariage trop vite accepté pour convenances sociales, Kitty part avec son mari, Walter, médecin bactériologiste, pour vivre à Shanghai où il doit mener des recherches. Rapidement, la jeune femme tombe amoureuse d'un autre homme.Lorsque Walter découvre l'adultère dont il est victime, il promet à Kitty de lui accorder un divorce qui ne mentionnera pas son infidélité et lui conservera ainsi une réputation sans tache, si son amant quitte sa femme pour l'épouser. Walter sait que cet homme place sa carrière avant ses nombreuses conquêtes féminines...Abandonnée par son amant, brisée, Kitty accompagne son mari dans une région où une épidémie de choléra balaie les populations et où les guerres locales font rage..."
The Baader Meinhof Complex,2008.0,"['Action', 'Crime', 'Drama', 'History', 'Thriller']",,"Dans les années 70, l'Allemagne est la proie d'attentats à la bombe meurtriers. La menace terroriste et la peur de l'ennemi intérieur ébranlent les fondements mêmes d'une démocratie encore fragile. Sous la conduite d'Andreas Baader, Ulrike Meinhof et Gudrun Ensslin, une nouvelle génération radicalisée entre violemment en guerre contre ce qu'ils perçoivent comme le nouveau visage du fascisme : l'impérialisme américain soutenu par les membres de l'establishment allemand, dont certains ont un passé de nazi. Leur objectif est de créer une société plus humaine. Mais en employant des moyens inhumains, en répandant la terreur et en faisant couler le sang, ils perdent leur propre humanité. L'homme qui les comprend est aussi celui qui les pourchasse : le chef de la police allemande, Horst Herold. Et même s'il réussit à capturer les jeunes terroristes, Herold sait qu'il ne s'agit que de la partie émergée de l'iceberg..."
Dances with Wolves,1990.0,"['Adventure', 'Drama', 'Western']",,"Durant la guerre de Sécession, le lieutenant John Dunbar, envoyé à un poste de reconnaissance dans les plaines du Dakota, rencontre le peuple sioux. Il se lie d'amitié avec la population indienne, au point d'intégrer une tribu et de s'éprendre de l'une des leurs."
Bad Teacher,2011.0,['Comedy'],,"Elizabeth Halsey n’est vraiment pas faite pour enseigner. Elle n’a rien à faire des enfants, elle parle mal, elle boit, fume n’importe quoi et ne pense qu’à une chose : se marier pour quitter son job d’enseignante au collège. Lorsque son fiancé la plaque, elle se met en tête d’épouser un jeune prof remplaçant aussi séduisant que riche… Mais Elizabeth a une rivale, la très volontaire Amy, une excellente enseignante. Le prof de gym qui lui fait des avances super lourdes ne simplifie pas les choses non plus. Les plans tordus d’Elizabeth et leurs délirantes conséquences vont secouer ses élèves et ses confrères, mais c’est surtout elle qui n’en sortira pas indemne…"
Sea of Love,1989.0,"['Drama', 'Crime', 'Mystery']",,"À New York. En l'espace d'une semaine, deux hommes qui organisaient leurs rendez-vous amoureux par l'entremise d'un magazine spécialisé sont assassinés. Frank Keller, un policier intègre mais usé depuis sa rupture avec sa femme, est chargé de l'enquête. Il organise alors des rencontres avec les nombreuses correspondantes des victimes. C'est ainsi qu'il va rencontrer Helen dont il tombe amoureux mais qu'il ne peut s'empêcher de soupçonner d'être la meurtrière."
A Cinderella Story,2004.0,['Comedy'],,"Sam est orpheline depuis qu'elle est toute petite mais elle a été recueillie par sa belle-mère. Hélàs, celle-ci est une mégère qui l'exploite quotidiennement, tout comme ses deux filles. Au lycée, la situation n'est pas meilleure car la jeune est très seule. Elle discute seulement avec un mystérieux jeune homme sur internet et ils décident un jour de se rencontrer. Sam voit alors au rendez-vous Austin, le garçon le plus populaire du lycée ! Effrayée, elle part rapidement en laissant tomber son téléphone portable... Il va alors tout faire pour retrouver sa propriétaire."
Scream,1996.0,"['Crime', 'Horror', 'Mystery']",,"Casey Becker, une belle adolescente, est seule dans la maison familiale. Elle s'apprête à regarder un film d'horreur, mais le téléphone sonne. Au bout du fil, un serial killer la malmène, et la force à jouer à un jeu terrible : si elle répond mal à ses questions portant sur les films d'horreur, celui-ci tuera son copain… Sidney Prescott sait qu'elle est l'une des victimes potentielles du tueur de Woodsboro. Celle-ci ne sait plus à qui faire confiance. Entre Billy, son petit ami, sa meilleure amie Tatum et son frère Dewey, ses copains de classe Stuart et Randy, la journaliste arriviste Gale Weathers et son caméraman Kenny qui traînent tout le temps dans les parages et son père toujours absent, qui se cache derrière le masque du tueur ?"
Thir13en Ghosts,2001.0,"['Horror', 'Thriller']",,"Arthur Kriticos, un enseignant veuf, hérite du majestueux manoir de son oncle Cyrus. Il y emménage très vite avec ses deux enfants Kathy et Bob, leur nourrice et un médium. Ce n'est pas tous les jours qu'on a la chance d'habiter dans l'opulence d'une telle résidence. Mais la vie de pacha ne dure qu'un temps : d'étranges présences se font bientôt sentir dans les différentes pièces de la vaste demeure. Les nouveaux résidents croient rapidement à l'existence de fantômes."
The Shining,1980.0,"['Horror', 'Thriller']",,"Jack Torrance, gardien d’un hôtel fermé l’hiver, sa femme et son fils Danny s’apprêtent à vivre de longs mois de solitude. Danny, qui possède un don de médium, le «Shining», est effrayé à l’idée d’habiter ce lieu, théâtre marqué par de terribles événements passés…"
Back to the Future,1985.0,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",,"En 1985, Marty, un adolescent comme les autres, mène une existence morne et ennuyeuse. Heureusement, il est épris de la jolie Jennifer et entretient une profonde amitié avec Doc, un savant fou qui prétend avoir inventé une machine à explorer le temps. Un jour, Doc invite Marty à l'essayer…"
House on Haunted Hill,1999.0,"['Horror', 'Mystery', 'Thriller']",,"Le richissime Steven Price décide de fêter l'anniversaire de sa femme infidèle, Evelyn, dans le nouveau parc d'attractions sur le thème de l'horreur et du surnaturel qu'il vient d'inaugurer. A la grande surprise de Price, les personnes qui se présentent ne sont pas celles qu'il a invitées. Inexplicablement, les convives et leurs hôtes se retrouvent prisonniers de l'inquiétante demeure. S'agit-il d'un tour macabre ou d'une réalité beaucoup plus effrayante ?"
I Can Do Bad All By Myself,2009.0,"['Drama', 'Comedy']",,"Madea attrape deux adolescents qui tentent de s'introduire dans une maison et les ramène à leur tante, April, une chanteuse alcoolique."
Fight Valley,2016.0,"['Action', 'Drama']",,"Twenty-two year old Tori Coro gets involved in an underground fighting ring in a rough section of Camden, NJ. When her bruised and beaten body is found abandoned in the woods, rumors begin to swirl that Tori died in Fight Valley, an unofficial neighborhood where fighters go to make money. Tori's sister Windsor moves to town to start her own investigation. Jab's, a respected fighter turned gym owner, agrees to train Windsor as she prepares to come face to face with Tori's killer and fight for justice."
The Switch,2010.0,"['Comedy', 'Romance', 'Drama']",,"Kassie est une new-yorkaise célibataire, intelligente et dynamique. En dépit des avertissements de son meilleur ami, le sympathique mais légèrement névrosé Wally, elle décide qu’il est grand temps d’avoir un enfant – et cela même si aucun père n’est présent à l’horizon car elle a déjà sélectionné le donneur idéal : le charmant Roland. Alors que Kassie organise une grande soirée pour fêter sa future insémination, un Wally complètement ivre, va procéder à un échange de dernière minute qui va mettre à mal l’organisation parfaite de la future maman. Le lendemain, alors qu’il est victime d’une gueule de bois carabinée, Wally a tout oublié. Sept ans plus tard, lorsque Kassie revient à New York avec son fils, Wally va réaliser qu’il y a une troublante ressemblance entre le petit garçon et lui…"
Just Married,2003.0,['Comedy'],,"Entre Tom et Sarah c'est le coup de foudre ! Plutôt beau gosse, lui s'occupe de la rubrique info-trafic la nuit sur une station de radio, tandis qu'elle, jolie comme tout, est issue d'une riche famille. Au grand dam de leur entourage, les deux jeunes gens veulent se marier. Après la cérémonie, les époux partent à Venise pour ce qu'ils pensent être le plus beau voyage de noces. Mais de nombreuses surprises les attendent..."
The Devil's Double,2011.0,"['Drama', 'Action', 'Thriller', 'Crime', 'War']",,"Bagdad, 1987. Le pays est en proie à la trahison et à la corruption, ce qui fait les beaux jours du Prince Noir Oudaï Hussein, fils aîné de Saddam. Personnage sans foi ni loi, il ne pense qu'à son plaisir immédiat et n'hésite pas à s'emparer des biens d'autrui et à coucher avec n'importe quelle femme qui lui plaît - même lorsqu'elle est mariée. Personne n'a jamais osé lui tenir tête… Lorsque Latif Yahia, lieutenant d'Oudaï, est convoqué au palais de Saddam, il se voit contraint d'obéir à un ordre délirant : devenir la doublure d'Oudaï - son ""fiday"" - sous peine de voir exécuter toute sa famille. N'ayant pas le choix, Latif commence sa nouvelle vie, en ""jouant"" le rôle d'Oudaï Hussein, un des hommes les plus puissants et les plus haïs du pays. Il apprend à lui ressembler, imitant sa manière de marcher et de s'exprimer."
Thomas and the Magic Railroad,2000.0,"['Animation', 'Drama', 'Family', 'Science Fiction']",,"Mr. Conductor's supply of magic gold dust, which allows him to travel between Shining Time and Thomas's island, is critically low. Unfortunately, he doesn't know how to get more. Meanwhile, Thomas is fending off attacks by the nasty diesel engines. Getting more gold dust will require help from Mr. C's slacker cousin, his new friend Lily and her morose grandfather, plus the secret engine."
The Crazies,2010.0,"['Mystery', 'Horror', 'Action']",,"Imaginez un virus capable de transformer n'importe qui en fou dangereux. Imaginez maintenant ce virus se répandant sur une petite ville tranquille du Middle-West. Alors que les habitants voient leurs proches se changer en assassins, un shérif tente de protéger les quelques personnes encore non infectées en attendant les renforts. Mais lorsque l'armée intervient enfin, c'est pour mettre la ville en quarantaine quitte à exécuter toute personne tentant de fuir. Abandonnés à leur sort, ce petit groupe de survivants va tenter de s'en sortir…"
Spirited Away,2001.0,"['Fantasy', 'Adventure', 'Animation', 'Family']",,"Chihiro, 10 ans, a tout d’une petite fille capricieuse. Elle s’apprête à emménager avec ses parents dans une nouvelle demeure. Sur la route, la petite famille se retrouve face à un immense bâtiment rouge au centre duquel s’ouvre un long tunnel. De l’autre côté du passage se dresse une ville fantôme. Les parents découvrent dans un restaurant désert de nombreux mets succulents et ne tardent pas à se jeter dessus. Ils se retrouvent alors transformés en cochons. Prise de panique, Chihiro s’enfuit et se dématérialise progressivement. L’énigmatique Haku se charge de lui expliquer le fonctionnement de l’univers dans lequel elle vient de pénétrer. Pour sauver ses parents, la fillette va devoir faire face à la terrible sorcière Yubaba, qui arbore les traits d’une harpie méphistophélique."
Firestorm,2013.0,"['Action', 'Crime']",,"Hong Kong. Lorsque Cao Nan et sa bande de voleurs dérobent un véhicule blindé en plein jour, ils n'hésitent pas à assassiner des innocents en fuite. Lui Ming Chit, un inspecteur de police expérimenté, est obligé d'utiliser des tactiques sinistres pour les attraper."
The Bounty,1984.0,"['Action', 'Drama', 'History']",,"Le 23 décembre 1787, le Bounty quitte le Royaume-Uni sous le commandement du capitaine William Bligh et de ses seconds John Fryer et Fletcher Christian, à destination de Tahiti. Malgré plusieurs mises en garde, Bligh insiste pour passer le Cap Horn. Sa tentative est un échec total et il confie alors le poste de premier second à Christian. Arrivés à Tahiti, c'est la joie et la fête, et Christian devient l'amant de la princesse Mauatua, puis l'épouse."
